Term	fdr	es	nes	gene %	lead_genes
renal water homeostasis (GO:0003091)	0.7689834078110944	-0.4680157534967895	-1.25381140127477	29.77%	ADCY2;ADCY1;ADCY8;PRKAR2B;MYO5B;PRKAR1B
cellular component assembly (GO:0022607)	0.7646821186819973	-0.2615220335490021	-1.2559253164502762	25.50%	NLGN4X;ADD2;OTX2;AIF1L;GRHL2;GPM6B;PARD6B;AIF1;NLGN3;EPPK1;CHCHD10;CD40;CD74;FOXJ1;ESPN;OCLN;RAC3;LIN7A;SHROOM2;FSCN1;NLGN1;TEAD2;ABCA3;M1AP;TLCD1;BAIAP2L1;PLS1;TFAP4;REC8;CHAF1A;SLC9A3R1
regulation of DNA-dependent DNA replication (GO:0090329)	0.7658327623407052	-0.5680257804685939	-1.2563473592217675	33.15%	BLM;KAT7;TICRR;WDR18
neutral amino acid transport (GO:0015804)	0.766485190270848	-0.4571061975816514	-1.2569023942675752	23.52%	SLC7A8;LLGL2;SLC6A15;SLC43A1;SLC38A5
fatty acid derivative biosynthetic process (GO:1901570)	0.7640775033703407	-0.3937983052290522	-1.2583977328968132	23.80%	ACACA;GGT1;FASN;SCD;FAR2;ACSS3;GCDH
sodium ion export across plasma membrane (GO:0036376)	0.766373645712579	-0.5392466857772336	-1.258446768760207	18.36%	ATP1B2;ATP1A2;ATP1A3
positive regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903800)	0.7670435095100667	-0.5318262923932624	-1.259003871031399	1.25%	LIN28A;MYCN
regulation of dendritic spine development (GO:0060998)	0.7644597507491973	-0.5040997450578613	-1.2606459025632157	20.01%	KIF1A;APOE;NLGN1;DLG5
regulation of cellular localization (GO:0060341)	0.760904091153427	-0.3612636611119513	-1.262605924270428	37.55%	CSNK1E;PARD6B;BRSK2;BRSK1;PARD6G;KDM1A;PARD6A;REEP6;PARP1;WWC1;SPAG5;STXBP2;CDK16
regulation of hair cycle (GO:0042634)	0.7622570891651875	-0.5743375689925787	-1.2629793549044726	13.28%	CDH3;TERT
zinc ion homeostasis (GO:0055069)	0.7613586426401888	-0.4545393351727688	-1.264088180275402	6.68%	LCK;MT1H;MT1G
cellular zinc ion homeostasis (GO:0006882)	0.7613586426401888	-0.4545393351727688	-1.264088180275402	6.68%	LCK;MT1H;MT1G
central nervous system neuron differentiation (GO:0021953)	0.7561654016033698	-0.4730173923285106	-1.267364042097504	18.81%	DRAXIN;TOX;CBLN1;GRID2;KNDC1
regulation of blood-brain barrier permeability (GO:1905603)	0.7581480094529288	-0.5421894718922382	-1.2675479727372392	16.32%	TJP3;SH3GL2;OCLN;TJP1
regulation of neuron differentiation (GO:0045664)	0.7599068880898073	-0.33461074047548434	-1.2678106768824138	6.30%	SOX2;HES3;SOX3;SOX11;BRINP1;BMP7
mitochondrion localization (GO:0051646)	0.7601814566945776	-0.5731318578738864	-1.2685307510000017	7.37%	ATCAY;MARK1
negative regulation of kinase activity (GO:0033673)	0.757727946382886	-0.3935065066920781	-1.270109389875996	16.77%	EPHA1;CDKN1C;PPM1E;SFN;DBNDD1;TRIB1
positive regulation of macrophage cytokine production (GO:0060907)	0.745253985701292	-0.5643270870227073	-1.274959551354665	16.01%	PLCG2;CD74;GPRC5B
negative regulation of microtubule polymerization or depolymerization (GO:0031111)	0.7461586164075011	-0.4554881684860159	-1.2754688085444905	17.67%	FGF13;TUBB4A;CAMSAP3;MID1IP1
cellular divalent inorganic cation homeostasis (GO:0072503)	0.7477460227747869	-0.33605318575618753	-1.275789136586496	10.02%	LCK;TRDN;TNNI3;MT1H;MT1G;ATP2A3;SLC24A5;CD40
protein catabolic process (GO:0030163)	0.7497081223120963	-0.3564895801235243	-1.2759737909111462	33.51%	FBXO2;PRSS16;APOE;FBXO44;NCCRP1;TRIM24;PMAIP1;CHEK2;CLN8;DDI2;UBE2G1;RAB12
protein localization to cell periphery (GO:1990778)	0.7385313511531717	-0.2858596888712204	-1.2803379430747945	25.50%	CDH1;FGF13;MAP7;ZDHHC22;P2RY1;RAB3C;CRB3;PACSIN1;TESC;DPP10;TSPAN33;LIN7A;RAMP2;EFR3B;ANK1;EPB41L3;TSPAN15;RAB3D;WNK3;PIGW;PKP3;SLC9A3R1
mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)	0.7385155314831247	-0.32627421690966724	-1.2810978087487523	64.75%	U2AF1;NUP210;DDX25;ALYREF;THOC3;NUP205;NUP160;NDC1;EIF4E;NUP153;NUP54;NUP155;NUP133;SRSF2;NUP107;NUP50;CPSF3;NUP43;CASC3;SRSF1;CPSF1;SMG5;RNPS1;NCBP2;SMG6;NUP214;THOC2;RBM8A;RAE1;FYTTD1;U2AF1L4;SEC13;MAGOHB;SLU7
fatty-acyl-CoA metabolic process (GO:0035337)	0.7383466228817065	-0.4497910398058896	-1.2819693939115315	46.35%	ACACA;FASN;SCD;FAR2;GCDH;HSD17B4;SLC25A1;ACLY;CBR4;ACSL3
DNA strand elongation (GO:0022616)	0.7388623822851411	-0.5231380695541882	-1.2826238760656603	36.89%	TERT;GINS1;MCM3;RFC3;POLA1;RFC4
mitochondrial RNA metabolic process (GO:0000959)	0.7413022281070131	-0.5761284487229936	-1.2826676419961536	32.05%	SLC25A33;POLRMT;EARS2;FASTKD1
negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	0.7426022073107316	-0.4362847238948606	-1.2830777803788618	34.87%	BUB1B;MAD2L2;TTK;BUB1;CENPF;MAD2L1;FBXO5;KNTC1
positive regulation of gene silencing by miRNA (GO:2000637)	0.7420048649891219	-0.47481846424303814	-1.284088867766704	1.25%	LIN28A;MYCN
protein phosphorylation (GO:0006468)	0.7422719990088432	-0.23814767918706753	-1.2848881696423966	21.30%	TDGF1;EPHA1;CSNK1E;LCK;SBK1;FLT1;CAMKV;FGFR4;KDR;STK26;PRKCQ;DCLK1;MAP2K6;PIM2;WNK2;CDK18;MARK1;PRKCZ;MATK;PDGFB;PTPN6;PRKCG;ACVR2B;AURKC;PRKCB;BRSK2;SGK3;SIK1;PRKCH;SYK;CDC42BPG;RET;FGFR2;FGFR3;HUNK;MAST1;CCNE1;DDR1;TRIB1;CLK2;KIT;MAP3K9;PRKX;BRSK1;STK33;PIM1;DYRK1B;CDK7;CHEK1;ADM2;NLK;MAP3K1
high-density lipoprotein particle remodeling (GO:0034375)	0.732700354669399	-0.5499799894788744	-1.2886626958721612	12.92%	PLA2G3;APOE;LIPG
cardiac ventricle morphogenesis (GO:0003208)	0.7316042253805426	-0.3795581513620754	-1.2898263197675717	3.83%	SFRP2;SOX11;HEY2;TNNI3
negative regulation of cell motility (GO:2000146)	0.7278693010620942	-0.3120530131859852	-1.2918417776167557	11.52%	SFRP2;EPHA1;CDH1;STK26;SPINT2;CLDN3;ARHGAP4;EPPK1;DPEP1;CLDN19;CD74
regulation of fibroblast growth factor receptor signaling pathway (GO:0040036)	0.7276852570426301	-0.4290774849017268	-1.2927033027473116	4.08%	OTX2;FGFBP3;SHISA2
cellular modified amino acid biosynthetic process (GO:0042398)	0.7288950593905021	-0.5002502015926775	-1.293102152319887	12.77%	GATM;GGT1;OPLAH
dicarboxylic acid transport (GO:0006835)	0.7246975809358482	-0.48455854931617576	-1.2952051951687178	30.63%	PDPN;SLC1A6;SLC25A13;SLC1A3;GJA1;SLC13A3
glycosaminoglycan metabolic process (GO:0030203)	0.7222663497915472	-0.35788367091054885	-1.2967687452272985	11.99%	GPC3;GPC2;HS6ST2;CHST9;GCNT2;B3GAT1;GPC4
regulation of autophagy of mitochondrion (GO:1903146)	0.7021254084748765	-0.5881557483630083	-1.3039849892015545	31.28%	FZD5;ATP13A2;SREBF1;SREBF2
protein localization to cell-cell junction (GO:0150105)	0.7033433552294749	-0.5262353696959694	-1.304399339116426	24.12%	TJP3;LSR;TJP1;SCRIB
regulation of cell morphogenesis (GO:0022604)	0.7018697481388463	-0.49655007394302586	-1.305646467338509	4.73%	PDPN;CLDN4;CLDN3
neural crest cell development (GO:0014032)	0.6996700148925579	-0.35592608351977884	-1.3071972829998997	21.77%	SEMA6A;SOX11;SEMA4D;SEMA6B;NRTN;KBTBD8;SEMA3F;SOX8;SEMA4A;SEMA6C;SEMA3A;SEMA4C
amino acid import across plasma membrane (GO:0089718)	0.699110388107351	-0.47562146370909303	-1.3081496218154316	7.67%	SLC7A3;SLC7A8;SLC1A6
RNA export from nucleus (GO:0006405)	0.699611855990267	-0.3293808525571987	-1.3088495780995806	64.75%	U2AF1;NUP210;DDX25;NUP62CL;ALYREF;THOC3;HNRNPA1;NUP205;NUP160;NDC1;EIF4E;NUP153;NUP54;NUP155;NUP133;SRSF2;NUP107;NUP50;CPSF3;NUP43;XPO5;CASC3;SRSF1;CPSF1;SMG5;RNPS1;NCBP2;SMG6;NUP214;THOC2;RBM8A;RAE1;FYTTD1;U2AF1L4;SEC13;MAGOHB;SLU7
mRNA transport (GO:0051028)	0.6981477357096125	-0.33306853332600034	-1.3102036183402435	5.55%	U2AF1;NUP210;KIF5C;DDX25
inositol metabolic process (GO:0006020)	0.6993726712751791	-0.5829347285644189	-1.310674519616207	19.30%	ITPK1;IMPA2;ISYNA1
morphogenesis of an epithelium (GO:0002009)	0.69472955381193	-0.45890852152946554	-1.3129657969405153	27.43%	KDF1;FGFR2;SOX8;PRKX;LAMA5;SLC9A3R1;KDM2B
sulfur amino acid catabolic process (GO:0000098)	0.6961057044293272	-0.5920705662218964	-1.313396267969232	0.67%	CBS
regulation of steroid metabolic process (GO:0019218)	0.6958846173759978	-0.5953861766735089	-1.3143064068305705	9.67%	APOE;EPHX2
negative regulation of axon extension involved in axon guidance (GO:0048843)	0.6967214243448273	-0.4328538859111639	-1.3148699771398231	21.77%	SEMA6A;SEMA4D;SEMA6B;SEMA3F;SEMA4A;SEMA6C;SEMA3A;SEMA4C
cAMP biosynthetic process (GO:0006171)	0.6989870664688955	-0.5988273659302594	-1.3149830654030685	14.30%	ADCY2;ADCY1;ADCY8
cAMP metabolic process (GO:0046058)	0.6989870664688955	-0.5988273659302594	-1.3149830654030685	14.30%	ADCY2;ADCY1;ADCY8
positive regulation of regulated secretory pathway (GO:1903307)	0.7011737228275046	-0.5371132973502909	-1.3160145839957949	23.20%	CACNA1H;SCAMP5;NLGN1;SYT4;RAB3D
regulation of histone H3-K4 methylation (GO:0051569)	0.6942816533232982	-0.5053310440310127	-1.3189589835463307	29.90%	DNMT3B;CTCFL;AUTS2;KDM1A;BCOR
cellular sodium ion homeostasis (GO:0006883)	0.6965643516973274	-0.5610830156885718	-1.3190875960623587	18.36%	ATP1B2;ATP1A2;ATP1A3
positive regulation of ion transport (GO:0043270)	0.6960887482392136	-0.4848099663083389	-1.3201232199870845	12.25%	PRSS8;PLA2G3;VAMP8
branching involved in blood vessel morphogenesis (GO:0001569)	0.6964462557486517	-0.5060046453617504	-1.3208889409926925	3.40%	SFRP2;NRARP;KDR
regulation of cell division (GO:0051302)	0.6966873159810034	-0.363599929084384	-1.3216759210764673	19.93%	SFRP2;POU5F1;KDF1;RAB11FIP4;AURKC;SFN;FGFR2;KLHL13;BLM
regulation of multicellular organismal development (GO:2000026)	0.6921462279540131	-0.5327467571731435	-1.3238864134379584	14.14%	CD24;DUSP6
neurotransmitter uptake (GO:0001504)	0.6944398830850308	-0.5364464653703311	-1.3240231423692679	25.15%	ATP1A2;SLC1A6;SLC29A2;SLC29A4;SLC1A3
positive regulation of cell-cell adhesion (GO:0022409)	0.6966981668502568	-0.41483822978872487	-1.3241906572685642	21.54%	LCK;NODAL;MEGF10;BMP7;TNFSF11;PODXL;GCNT2;TJP1;MDK;PTPRU
regulation of nucleic acid-templated transcription (GO:1903506)	0.6968510760716148	-0.24672505278563722	-1.324996430793592	29.67%	POU5F1;SOX2;NANOG;SOX3;SOX11;ELAVL2;ZNF730;IGSF1;ZNF85;PTP4A3;PRKCQ;ZNF100;ZNF732;NR5A2;ONECUT1;SNAI3;ZNF695;POU5F1B;ACVR2B;ZNF219;ZNF280B;ZNF114;ZBED1;SOX15;ZNF273;FZD7;RORB;ZNF714;ZNHIT3;CASZ1;TGIF2;FOXO4;TEAD2;ZNF423;PPARGC1B;ZNF678;ZNF253;CHD7;NLK;HES6;NOTCH1;KAT7;SOX13;PATZ1;UBE2V1;ZNF398;ZNF92;CHEK2;TAF5;TCF7L1;ZNF138;ZNF280C;ZNF90;ZNF74;ZNF718;ZNF675;WWC1;SPIN4;ZNF141;CRABP2;ZNF682;CELSR2
ruffle organization (GO:0031529)	0.6884567937717743	-0.6044958599809146	-1.3284906235627492	7.78%	AIF1L;AIF1
protein import into nucleus (GO:0006606)	0.6873835291886919	-0.3623405065578184	-1.3297399451895346	55.25%	NUP62CL;SYK;IPO11;CSE1L;KPNA2;NUP153;TNPO3;NUP54;E2F3;NUP155;NUP133;FAM53B;NUP107;NUP50;IPO7;NXT2;HEATR3;STAT3;APPL2;NUP214;IPO9;RPAIN;KPNA1
regulation of trans-synaptic signaling (GO:0099177)	0.6878489087647734	-0.42032216437938885	-1.3304881434494742	19.37%	NLGN4X;GRIK5;NLGN3;LRRC4;FABP5;GRID2;NLGN1
lymphocyte differentiation (GO:0030098)	0.6822305600931635	-0.4006561873897966	-1.333161717536735	22.06%	LCK;TOX;PLCG2;TPD52;CR2;KIT;CHD7;MSH2;KAT7
positive regulation of antigen receptor-mediated signaling pathway (GO:0050857)	0.6783910354194361	-0.4703454338352101	-1.3351472415580454	13.22%	LCK;CARD11;PRKCB;PRKCH
positive regulation of potassium ion transmembrane transport (GO:1901381)	0.6796131342870407	-0.47728045581756573	-1.3356222150100143	12.51%	ATP1B2;KCNN2;WNK2;KCNH2;GABBR1
establishment of epithelial cell polarity (GO:0090162)	0.676325616160966	-0.5441937991257537	-1.3375594619577629	8.12%	SYNE4;CAMSAP3
DNA strand elongation involved in DNA replication (GO:0006271)	0.6759853021588383	-0.5442096269677075	-1.3385246162596034	36.89%	GINS1;MCM3;RFC3;LIG3;POLA1;RFC4
cardiac muscle cell action potential (GO:0086001)	0.6756276274738687	-0.5393000935842579	-1.3394893334677238	8.86%	ATP1A2;KCNH2;HCN4
negative regulation of double-strand break repair via homologous recombination (GO:2000042)	0.6781273902000539	-0.5777081305292825	-1.3395698412280135	34.29%	RMI2;MAD2L2;KLHL15;POLQ;HELB
negative regulation of epithelial to mesenchymal transition (GO:0010719)	0.6805417054083418	-0.5055660809167425	-1.3396751990223323	28.83%	SFRP2;OVOL2;HPN;IL17RD;MAD2L2;SPRY1
axon development (GO:0061564)	0.6750983552824452	-0.3765649695679608	-1.3422547517598828	25.07%	PLP1;VASH2;PARD6B;BRSK2;SLITRK5;CTNNA2;RTN4RL2;FGFR2;BRSK1;NREP;CDK5R1;MAP1S
stem cell differentiation (GO:0048863)	0.6750396741258304	-0.4343422416798389	-1.3431343833180807	19.04%	EPCAM;GPM6A;JARID2;FGFR2;KIT;FOXO4
ventricular cardiac muscle tissue development (GO:0003229)	0.6714291373827743	-0.4953805092771846	-1.3451815673664151	18.79%	DSG2;TNNI3;FGFR2;TNNC1
positive regulation of synaptic transmission, glutamatergic (GO:0051968)	0.673592507792968	-0.6179691508391395	-1.3453879113933525	19.37%	CACNG7;NLGN3;NRXN1;NLGN1
positive regulation of synapse assembly (GO:0051965)	0.6760683999618591	-0.47280855970137226	-1.3455024009438559	20.01%	SEMA4D;NLGN3;NRXN1;SEMA4A;GRID2;NLGN1;DLG5
regulation of kinase activity (GO:0043549)	0.678245307529362	-0.3334269988505821	-1.3456961424396117	27.02%	EPHA1;FLT1;FGFR4;KDR;CDKN1C;EPHA7;CD74;RET;ERBB3;FGFR2;FGFR3;DDR1;KIT;EPHB6;MERTK;SLC9A3R1;TYRO3;EPHB4;LDB2
DNA replication (GO:0006260)	0.6800982385386455	-0.3424328315408572	-1.3460363069607149	37.10%	RMI2;RAD17;BLM;DNA2;CHEK1;CDC7;KAT7;PIF1;ORC1;TICRR;WDHD1;SET;MCM3;TOP1MT;MCM6;ORC2;RFC3;POLE2;POLG2;POLA1;HELB;DBF4;RFC4;BARD1
cellular response to fibroblast growth factor stimulus (GO:0044344)	0.6816443718468714	-0.342547981450273	-1.3464728064047127	3.66%	TDGF1;TRIM71;ESRP1;FGFR4;ESRP2;FGF19
glutamate metabolic process (GO:0006536)	0.6778230968804262	-0.5021813677881992	-1.34852825215103	20.59%	PRODH;GGT1;GLS2;ALDH5A1
regulation of calcium ion transmembrane transport (GO:1903169)	0.6794985290978508	-0.5750523824738072	-1.34889769908062	12.85%	TRDN;ATP1A2;CACNG6
neuron cell-cell adhesion (GO:0007158)	0.6771945490875395	-0.5008152303516757	-1.350591400539433	23.26%	NLGN4X;NLGN3;NRXN1;RET;NLGN1;CDK5R1
negative regulation of axon extension (GO:0030517)	0.671837691684541	-0.41435324625303677	-1.35312695998746	21.77%	SEMA6A;RTN4R;SEMA4D;SEMA6B;SEMA3F;SEMA4A;SEMA6C;SEMA3A;SEMA4C
embryo development ending in birth or egg hatching (GO:0009792)	0.6741617173669125	-0.5266355717135986	-1.3533167997014943	8.34%	TDGF1;CAMSAP3;NR5A2
anion transmembrane transport (GO:0098656)	0.6746141253727855	-0.3559537508106281	-1.354081795200706	37.28%	SLC7A3;SLC7A8;SLC1A6;SLC25A21;LRRC8B;SLC7A2;SLC38A5;SLC25A29;SLC25A13;SLC1A3;ABCC1;SLC5A6;SLC13A3;SFXN2;SLC39A8;LRRC8D;SLC25A1;SLC6A8
DNA replication-independent nucleosome assembly (GO:0006336)	0.6742301816640578	-0.4816134194464696	-1.3551303204130585	32.27%	CENPH;MIS18A;NASP;CENPU;OIP5;NPM1;MIS18BP1
positive regulation of neuron projection development (GO:0010976)	0.671229025309484	-0.3379331822739093	-1.3570302011907645	13.71%	ATP1B2;COBL;PLA2G3;GPC2;TOX;BMP7;APOE;PACSIN1;RET
regulation of leukocyte activation (GO:0002694)	0.6703871178704331	-0.5731704177106071	-1.358250121414074	11.52%	LCK;CD74
aflatoxin metabolic process (GO:0046222)	0.6703701547845123	-0.6304960974236246	-1.3591734631977717	12.15%	ACY1;DPEP1;GGT1
organic heteropentacyclic compound metabolic process (GO:1901376)	0.6703701547845123	-0.6304960974236246	-1.3591734631977717	12.15%	ACY1;DPEP1;GGT1
mycotoxin metabolic process (GO:0043385)	0.6703701547845123	-0.6304960974236246	-1.3591734631977717	12.15%	ACY1;DPEP1;GGT1
establishment of epithelial cell apical/basal polarity (GO:0045198)	0.6778108752634903	-0.6232261936349686	-1.359672610144014	8.12%	SYNE4;CAMSAP3
positive regulation of T cell receptor signaling pathway (GO:0050862)	0.6758055941964219	-0.562034835582365	-1.3612038761056542	4.60%	LCK;CARD11
positive regulation of heart contraction (GO:0045823)	0.6722843955736023	-0.6122275013132492	-1.3632719761851506	6.21%	APELA;CHGA;ATP1A2
regulation of histone H3-K9 methylation (GO:0051570)	0.6727749441168629	-0.6253061419015293	-1.3640546231291844	28.76%	DNMT3B;JARID2;KDM1A;SIRT1
canonical Wnt signaling pathway (GO:0060070)	0.6710241109273543	-0.38030975933421907	-1.3655920278382094	15.99%	SFRP2;CDH3;CSNK1E;FZD5;FRAT2;WNT3;FRAT1;FZD3;FZD7
positive regulation of neuron migration (GO:2001224)	0.6667112083685771	-0.5804809279653986	-1.3679331690057799	30.35%	SEMA6A;MDK;SEMA3A;KIF20B
metal ion homeostasis (GO:0055065)	0.6663192464958669	-0.4945870659351817	-1.3689261087648708	15.26%	SCNN1A;SLC7A8;KCNH2;CIB2;SLC12A7
acylglycerol catabolic process (GO:0046464)	0.6606149612169878	-0.531703588832205	-1.3716557093427537	15.31%	FABP6;FAAH;FABP7;LIPG;FABP5
negative regulation of sequestering of calcium ion (GO:0051283)	0.6571452579195285	-0.5771566846665778	-1.3737112503859603	6.17%	LCK;PLCG2
protein autophosphorylation (GO:0046777)	0.659417484550901	-0.31584154714841417	-1.3739558984339286	29.49%	EPHA1;FLT1;FGFR4;KDR;STK26;PIM2;WNK2;SIK1;FGFR2;FGFR3;DDR1;CLK2;KIT;MAP3K9;PRKX;STK33;PIM1;WNK3;CHEK2;PAK1;TYRO3;EPHB4;PASK;ATP13A2;VRK1;PIM3
regulation of cellular macromolecule biosynthetic process (GO:2000112)	0.6496024653197642	-0.2539487070665768	-1.37791107498164	29.67%	POU5F1;SOX2;NANOG;SOX3;SOX11;ELAVL2;ZNF730;IGSF1;ZNF85;PTP4A3;PRKCQ;DDX25;ZNF100;ZNF732;NR5A2;ONECUT1;SNAI3;ZNF695;POU5F1B;ACVR2B;ZNF219;ZNF280B;ZNF114;ZBED1;SOX15;ZNF273;FZD7;RORB;ZNF714;ZNHIT3;CASZ1;TGIF2;FOXO4;TEAD2;ZNF423;PPARGC1B;ZNF678;ZNF253;CHD7;NLK;DSCC1;HES6;NOTCH1;KAT7;SOX13;PATZ1;UBE2V1;ZNF398;ZNF92;TOM1L1;PKP3;CHEK2;TAF5;TCF7L1;ZNF138;ZNF280C;ZNF90;ZNF74;ZNF718;ZNF675;WWC1;SPIN4;ZNF141;CRABP2;CCNA2;ZNF682;CELSR2
regulation of cation transmembrane transport (GO:1904062)	0.6525345393080446	-0.5166400010687329	-1.3779626849771913	26.40%	KCNN2;KCNH2;DPP10;WNK3;HOMER1;FGF12
sodium ion transport (GO:0006814)	0.6528537252957095	-0.4193620154008585	-1.3788164081708632	18.03%	FGF13;SCNN1A;ATP1A2;HCN4;SLC6A15;KCNK1;SLC4A11
regulation of hippo signaling (GO:0035330)	0.6521296934429491	-0.5270281233949493	-1.380047838069492	20.01%	SOX11;MOB3B;SHANK2;DLG5
membrane repolarization (GO:0086009)	0.6518247353493863	-0.6356209758419009	-1.3810502934957738	8.60%	ATP1B2;ATP1A2;KCNH2
fibroblast growth factor receptor signaling pathway (GO:0008543)	0.651979415540153	-0.36791642340013414	-1.3819941780210836	3.66%	TRIM71;ESRP1;FGFR4;ESRP2;FGF19
cell communication by electrical coupling involved in cardiac conduction (GO:0086064)	0.6505920206710857	-0.49548387459559123	-1.383347173802815	21.20%	ATP1B2;ATP1A2;GJC3;ATP1A3;FKBP1B
carbohydrate derivative catabolic process (GO:1901136)	0.6482430907128269	-0.6254999624917512	-1.385110895502908	14.25%	FBXO2;FBXO44;NCCRP1
positive regulation of histone methylation (GO:0031062)	0.6465192136284964	-0.5468972749143691	-1.3865991322827054	31.68%	DNMT3B;JARID2;AUTS2;TET1;SIRT1;MTF2
central nervous system development (GO:0007417)	0.6364965679051339	-0.27919743702231514	-1.3906818235074991	20.85%	ZIC3;ZIC5;SOX3;UGT8;SOX11;NNAT;GRHL2;SEMA6B;CNTNAP2;PTPRZ1;SH3GL3;ZIC2;CHST8;DCLK1;ADGRL3;EPHA7;NES;SH3GL2;HESX1;JARID2;FOXJ1;LSR;SOX8;MAST1;SNTG2;MARCKSL1;NPTX1;TAGLN3;SHROOM2;CHD7;ALDH5A1;GRIN2D;ADGRL2
cellular response to retinoic acid (GO:0071300)	0.6331804501566464	-0.46372794178379984	-1.3926028596088529	16.68%	BRINP1;WNT3;RET;TESC;FZD7;RORB
miRNA mediated inhibition of translation (GO:0035278)	0.6233835378220437	-0.6234407246245132	-1.3966063702031468	0.47%	TRIM71
negative regulation of translation, ncRNA-mediated (GO:0040033)	0.6233835378220437	-0.6234407246245132	-1.3966063702031468	0.47%	TRIM71
release of sequestered calcium ion into cytosol (GO:0051209)	0.6227028406485826	-0.6183834344887164	-1.398796042287514	6.17%	LCK;PLCG2
positive regulation of developmental growth (GO:0048639)	0.619012614769847	-0.44715426553818766	-1.4009299554585601	14.45%	SEMA4D;UNC13A;ACTN3;RIMS2;SYT3;SYT2
heart contraction (GO:0060047)	0.6151872020647379	-0.5010088098773732	-1.4030804546170281	8.60%	TRDN;TNNI3;ATP1A2;KCNH2
regulation of macromolecule metabolic process (GO:0060255)	0.6169213217803541	-0.3101664621421042	-1.4035552423357833	9.44%	POU5F1;SOX2;NANOG;PRDM14;CDH1;TRIML2;ZNF711;YBX2;AIF1;APOE
action potential (GO:0001508)	0.5989312501004116	-0.48576033828300613	-1.4103381706234515	9.72%	GNA14;CACNA1H;KCNH2;KCND2;MYH14
regulation of cell junction assembly (GO:1901888)	0.600916457031594	-0.43263990865771934	-1.4106782864923006	16.32%	RAB17;CLDN3;CRB3;CLDN19;PRKCH;OCLN;TJP1
Wnt signaling pathway (GO:0016055)	0.5988952962273196	-0.34170112867023483	-1.4123519181255022	15.99%	SFRP2;CD24;CSNK1E;CCDC88C;FZD5;PLCG2;GPC4;WNT3;FRAT1;RAC3;FZD3;FZD7
enzyme linked receptor protein signaling pathway (GO:0007167)	0.5999001253416056	-0.3352861318775311	-1.413050852889984	17.24%	EPHA1;LCK;FLT1;FGFR4;KDR;EFS;EPHA7;NPR1;ACVR2B;CNKSR1;SYK;RET;ERBB3;FGFR2;FGFR3;DDR1;KIT
positive regulation of cation channel activity (GO:2001259)	0.60029463330517	-0.5304137807977523	-1.4138561493249884	8.30%	GAL;TRDN;NLGN3
positive regulation of kinase activity (GO:0033674)	0.6018661635428794	-0.35712647110169937	-1.4143075137469843	26.59%	EPHA1;FLT1;FGFR4;KDR;EEF1A2;EPHA7;CD74;RET;ERBB3;FGFR2;FGFR3;DDR1;KIT;MMD;EPHB6;MERTK;TYRO3;EPHB4;CENPE
cell junction assembly (GO:0034329)	0.6005141332773204	-0.3509513130706645	-1.4157630818611608	24.70%	CDH1;GRHL2;FZD5;PARD6B;ADGRL3;NLGN3;PCDHB5;GPM6A;NRXN1;SHANK2;CTNND2;PCDHB2;TJP1;FSCN1;NLGN1;ITGA6;ARVCF;PKP3
lipid modification (GO:0030258)	0.594854872033659	-0.594876593731152	-1.4185895288484023	23.07%	EPHX2;PLA2G7;MBOAT7;MBOAT1
peptidyl-serine phosphorylation (GO:0018105)	0.5975606830583172	-0.3170141635314575	-1.418727606590126	23.26%	TDGF1;CSNK1E;SBK1;CAMKV;PRKCQ;MARK1;PRKCZ;PDGFB;PRKCG;PRKCB;SGK3;PRKCH;MAST1;PRKX;BRSK1;DYRK1B;NLK;CDC7;CDK5R1
